month,equity,monthly_ret,gross_ret,net_ret,turnover,costs_bps_rt
2020-01,1045473.03189347,0.04547303189347005,0.05147303189347005,0.04547303189347005,0.9999999999999999,60.0
2020-02,1080448.8569604515,0.03345454545454529,0.04545454545454529,0.03345454545454529,2.0,60.0
2020-03,1099533.6241763954,0.017663739558792003,0.029663739558792004,0.017663739558792003,2.0,60.0
2020-04,1165262.200785242,0.059778596273561455,0.07177859627356145,0.059778596273561455,2.0,60.0
2020-05,1348085.23461487,0.15689433134141656,0.16528038596015407,0.15689433134141656,1.3976757697895865,60.0
2020-06,1455760.836708601,0.07987299269284899,0.08635353991546303,0.07987299269284899,1.080091203769006,60.0
2020-07,1543789.0490919112,0.060468869723365515,0.0699840038520931,0.060468869723365515,1.585855688121263,60.0
2020-08,1614808.7308013667,0.046003488463161935,0.05754300543834508,0.046003488463161935,1.9232528291971902,60.0
2020-09,1676413.0246170508,0.03814959173840503,0.04459088504056932,0.03814959173840503,1.0735488836940497,60.0
2020-10,1704838.0807566643,0.01695587884501601,0.026561493033149582,0.01695587884501601,1.6009356980222618,60.0
2020-11,1749761.2015963036,0.026350373884011787,0.03357360936368307,0.026350373884011787,1.2038725799452135,60.0
2020-12,1861538.1113075607,0.06388123682779301,0.0712937919127275,0.06388123682779301,1.235425847489081,60.0
2021-01,1903598.7180242355,0.022594545049164156,0.028938283372437937,0.022594545049164156,1.0572897205456302,60.0
2021-02,1950898.7727861363,0.024847702571996762,0.03269307375098469,0.024847702571996762,1.3075618631646542,60.0
2021-03,1998934.7102256513,0.02462246535268124,0.032026884575790025,0.02462246535268124,1.2340698705181303,60.0
2021-04,2061862.0131045552,0.03148041932385092,0.03957288160859531,0.03148041932385092,1.3487437141240648,60.0
2021-05,2224328.206523889,0.07879586140427904,0.08596202646505775,0.07879586140427904,1.1943608434631188,60.0
2021-06,2364997.1216203924,0.06324107866992186,0.07023637494989374,0.06324107866992186,1.1658827133286458,60.0
2021-07,2466964.7911541006,0.04311534614631762,0.04769795352595142,0.04311534614631762,0.763767896605634,60.0
2021-08,2632689.6121419626,0.06717761906538289,0.07125853194936937,0.06717761906538289,0.6801521473310803,60.0
2021-09,2803374.1413285877,0.06483275825582635,0.07464292505816537,0.06483275825582635,1.635027800389838,60.0
2021-10,2830907.7153083333,0.00982158377429297,0.02100401670825798,0.00982158377429297,1.8637388223275015,60.0
2021-11,3023018.3891562345,0.06786186381458123,0.0773957864089685,0.06786186381458123,1.588987099064545,60.0
2021-12,3096881.085012892,0.02443342591682791,0.03487495498283801,0.02443342591682791,1.7402548443350168,60.0
2022-01,3169628.5618172567,0.023490561893519436,0.03261062787530551,0.023490561893519436,1.520010996964346,60.0
2022-02,3215584.2282036613,0.01449875450392111,0.02354958993957188,0.01449875450392111,1.5084725726084618,60.0
2022-03,3658893.6370661794,0.13786278865727802,0.14612872100540697,0.13786278865727802,1.377655391354826,60.0
2022-04,3830815.073276736,0.046987273548735595,0.05504115606978554,0.046987273548735595,1.3423137535083238,60.0
2022-05,3816729.061656874,-0.003677027303699361,0.004327194466980659,-0.003677027303699361,1.3340369617800034,60.0
2022-06,3970477.7501274208,0.04028284061740624,0.04855827172542698,0.04028284061740624,1.3792385180034576,60.0
2022-07,4271385.009140351,0.0757861592356924,0.08254263973385018,0.0757861592356924,1.1260800830262963,60.0
2022-08,4508326.652143504,0.05547185339090733,0.06012427696936199,0.05547185339090733,0.7754039297424437,60.0
2022-09,4648144.486461983,0.03101324396092777,0.03940631644885951,0.03101324396092777,1.39884541465529,60.0
2022-10,4895441.2949912,0.053203339364661435,0.06345804093262306,0.053203339364661435,1.7091169279936034,60.0
2022-11,4939773.510963887,0.009055816074854502,0.020089739972274,0.009055816074854502,1.8389873162365828,60.0
2022-12,5179162.246470143,0.04846148006076184,0.056822170087940424,0.04846148006076184,1.3934483378630964,60.0
2023-01,5202944.036441695,0.004591821773446297,0.009762161568320904,0.004591821773446297,0.8617232991457678,60.0
2023-02,5110324.841008829,-0.01780130533485582,-0.015037547046794587,-0.01780130533485582,0.460626381343539,60.0
2023-03,5092750.543373195,-0.0034389785742396078,-0.0009732628736092205,-0.0034389785742396078,0.4109526167717312,60.0
2023-04,4850098.547602533,-0.04764655046503427,-0.04544165603536195,-0.04764655046503427,0.3674824049453858,60.0
2023-05,4841890.356939015,-0.0016923760585392214,0.0013273717809353888,-0.0016923760585392214,0.5032913065791017,60.0
2023-06,5105759.99623701,0.05449723555177939,0.056875535733829335,0.05449723555177939,0.3963833636749908,60.0
2023-07,5194351.901214084,0.017351364937319043,0.021461221562343567,0.017351364937319043,0.6849761041707538,60.0
2023-08,5093896.745255498,-0.01933930505076205,-0.014026246246837683,-0.01933930505076205,0.8855098006540608,60.0
2023-09,5081220.207985132,-0.002488573660660361,0.0035213223500257843,-0.002488573660660361,1.0016493351143576,60.0
2023-10,4888972.672181496,-0.03783491522400843,-0.033767831784982494,-0.03783491522400843,0.6778472398376552,60.0
2023-11,4876195.83853305,-0.0026133984591787496,0.0005891450468031665,-0.0026133984591787496,0.533757250996986,60.0
2023-12,4929991.761613172,0.011032354905644162,0.012871017664606786,0.011032354905644162,0.30644379316043757,60.0
2024-01,4985835.501096013,0.01132734945272383,0.014526190464961041,0.01132734945272383,0.5331401687062021,60.0
2024-02,5059808.876551503,0.014836705992251155,0.018509093993939046,0.014836705992251155,0.612064666947982,60.0
2024-03,5561192.927011504,0.09909149983580338,0.10222230089371807,0.09909149983580338,0.5218001763191152,60.0
2024-04,5578449.4809080595,0.003103030972498512,0.01304953399840689,0.003103030972498512,1.6577505043180631,60.0
2024-05,5750276.758824305,0.03080197795181521,0.04049764170103456,0.03080197795181521,1.6159439582032245,60.0
2024-06,5446406.691813659,-0.05284442466953096,-0.04519684744001216,-0.05284442466953096,1.2745962049197999,60.0
2024-07,5459903.012822181,0.00247802299244525,0.00966111597623145,0.00247802299244525,1.1971821639643665,60.0
2024-08,5465915.488154134,0.0011012055191883092,0.004619884074718127,0.0011012055191883092,0.5864464259216363,60.0
2024-09,5725106.554951322,0.04741951597292613,0.049435686301169214,0.04741951597292613,0.3360283880405135,60.0
2024-10,5906822.318048575,0.03174015389112671,0.03402241108079932,0.03174015389112671,0.38037619827876884,60.0
2024-11,5533983.613495705,-0.06312001351617505,-0.0591538407774336,-0.06312001351617505,0.6610287897902407,60.0
2024-12,5898884.721398154,0.06593823426086166,0.06908369834146878,0.06593823426086166,0.5242440134345205,60.0
2025-01,7398053.909771018,0.2541445136119782,0.25849433489888096,0.2541445136119782,0.7249702144837918,60.0
2025-02,7811322.297596392,0.05586177025278892,0.06136250919183048,0.05586177025278892,0.9167898231735934,60.0
2025-03,7636094.693024373,-0.02243251499505259,-0.016146073924623337,-0.02243251499505259,1.0477401784048754,60.0
2025-04,7205205.600845217,-0.056427939869941095,-0.05032675010271604,-0.056427939869941095,1.0168649612041758,60.0
2025-05,7197573.3426621845,-0.0010592700064154343,0.0010094869116190701,-0.0010592700064154343,0.34479281967241737,60.0
2025-06,8046645.765226783,0.11796648427767878,0.12041918398656933,0.11796648427767878,0.4087832848150908,60.0
2025-07,8262184.0023625465,0.02678609739069203,0.03038155553999665,0.02678609739069203,0.5992430248841032,60.0
2025-08,9061754.44703794,0.09677470804895645,0.10123784860622026,0.09677470804895645,0.7438567595439688,60.0
2025-09,9550169.105214829,0.05389846536136701,0.06335632322372681,0.05389846536136701,1.5763096437266317,60.0
2025-10,10017601.199261777,0.04894490232552107,0.06094490232552107,0.04894490232552107,2.0,60.0
